Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,40,71.58193758405689,101.90848000887446,1117.6003709882536,2681.1720667207314,-374.78919446628106,-26828.13672546429,0.41683276685601167,-74.52249155835099,[3445.71565764],[3361.94893924],[3456.90429571],[3339.44161761],[3467.92407712],[3271.93963088],[3478.77806511],[2316.83782175],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07469704],[0.04893297],[0.22222026]
783,40,70.9441510462676,101.90848000887446,1127.6475765821265,2704.0481103074617,-373.51100702482063,-26498.421299812395,0.4170220094397315,-71.13625834736709,[3468.59170123],[3383.59576623],[3479.37236921],[3360.2334401],[3490.00114227],[3291.28509317],[3500.48044103],[2327.41420433],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07401626],[0.04860498],[0.22077366]
793,40,70.32699204695925,101.90848000887446,1137.5433197339341,2726.9114989146033,-372.2142948175365,-26176.711751397434,0.41715446951128127,-68.24174728787827,[3491.45508983],[3405.23466145],[3501.85098379],[3381.04030591],[3512.10999022],[3310.66632574],[3522.23400499],[2337.89458595],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07334802],[0.04828075],[0.21934188]
803,40,69.72916130996316,101.90848000887446,1147.2961741842907,2749.768655178523,-370.89942264267984,-25862.505671223626,0.4172337087426014,-65.74141613769807,[3514.3122461],[3426.87171105],[3524.34464921],[3401.86640364],[3534.25347738],[3330.08587069],[3544.04019721],[2348.28384977],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07269179],[0.04796019],[0.21792458]
813,40,69.14949665577642,101.90848000887446,1156.9136995781325,2772.6253743414663,-369.56655484185603,-25555.341248123736,0.41726289829289115,-63.56193316691179,[3537.16896526],[3448.51240643],[3546.85745627],[3422.71553153],[3556.43421037],[3349.54577552],[3565.90034271],[2358.5864848],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07204709],[0.04764317],[0.21652148]
823,40,68.5868991493406,101.90848000887446,1166.4035113441796,2795.4869000664903,-368.21640594555674,-25254.821499720558,0.41724520737923576,-61.647188925339876,[3560.03049099],[3470.1617085],[3569.39312446],[3443.59114354],[3578.65457234],[3369.04873965],[3587.81566172],[2368.8066302],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07141348],[0.04732962],[0.21513223]
833,40,68.0403972251706,101.90848000887446,1175.7720892670673,2818.3579890182796,-366.849265294768,-24960.569732418004,0.41718337196639266,-59.95345903682193,[3582.90157994],[3491.82412073],[3591.95504297],[3464.49638304],[3600.91676282],[3388.59668245],[3609.78727881],[2378.94811335],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07079054],[0.04701943],[0.21375656]
843,40,67.50913007186347,101.90848000887446,1185.0248983336032,2841.2429661189467,-365.46504640369267,-24672.227354386505,0.417079747302397,-58.44602086031707,[3605.78655704],[3513.50373635],[3614.54630595],[3485.43412018],[3623.22274574],[3408.19076994],[3631.81623078],[2389.01448251],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07017789],[0.04671252],[0.21239425]
853,40,66.9922650554626,101.90848000887446,1194.1677137467789,2864.145772027662,-364.06424648943903,-24389.48849803777,0.416936779339053,-57.09723479395776,[3628.68936295],[3535.20428368],[3637.16974301],[3506.40697934],[3645.5743789],[3427.83296903],[3653.90347367],[2399.00903513],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06957518],[0.04640883],[0.21104502]
863,40,66.48905161105635,101.90848000887446,1203.2056114738887,2887.0700041069417,-362.6471437496043,-24112.064657369614,0.4167566459290192,-55.88463793974125,[3651.61359503],[3556.92916516],[3659.82794572],[3527.41736338],[3667.97335052],[3447.52478241],[3676.04988883],[2408.93484248],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06898207],[0.04610827],[0.20970865]
873,40,65.99879803666153,101.90848000887446,1212.1432871483655,2910.0189519102746,-361.21400644578307,-23839.690259428593,0.41654137212840386,-54.78982976886182,[3674.56254283],[3578.68149114],[3682.52329071],[3548.46747511],[3690.42121301],[3467.2675917],[3698.25628841],[2418.79477108],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06839827],[0.04581078],[0.2083849]
