Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,60,85.32939694518308,90.1566672019978,937.5432484468774,2575.6092324043916,-425.7041056696712,-36325.07461388154,0.3640083428228974,-83.54870535028071,[3422.79443175],[3340.38978147],[3440.03892516],[3323.94293409],[3456.89249387],[3262.2749275],[3473.36583816],[2260.85876289],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.09052205],[0.05509458],[0.25357174]
783,60,84.33260049634502,90.1566672019978,948.624844119057,2599.35581668903,-424.8245265016467,-35826.55707451231,0.3649461293557658,-76.24685110434584,[3446.54101603],[3362.84992052],[3463.12620352],[3345.29673338],[3479.36099187],[3281.95077],[3495.25377043],[2271.75440459],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08961462],[0.05472357],[0.25190076]
793,60,83.37687298202238,90.1566672019978,959.4986851719602,2623.0369072774865,-423.918470764233,-35344.996491642625,0.3657968679395545,-70.53685851207277,[3470.22210662],[3385.2523855],[3486.18841614],[3366.63288606],[3501.84000735],[3301.64398322],[3517.18338446],[2282.53137679],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08872746],[0.05435702],[0.25024755]
803,60,82.45905435877731,90.1566672019978,970.1784797570194,2646.663639316544,-422.98669946284554,-34879.08324404658,0.3665665955223353,-65.95376456568455,[3493.84883866],[3407.6077221],[3509.23305058],[3387.95833672],[3524.33405197],[3321.35856307],[3539.15681728],[2293.19674818],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.0878595],[0.05399478],[0.24861168]
813,60,81.57633704007449,90.1566672019978,980.6765405597936,2670.2459641246182,-422.02991508620426,-34427.65459406622,0.3672607519065334,-62.19767936860885,[3517.43116347],[3429.92535578],[3532.26684613],[3409.27933297],[3546.84721821],[3341.09813227],[3561.17601105],[2303.7569235],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08700978],[0.0536367],[0.24699274]
823,60,80.72621618537488,90.1566672019978,991.003961046468,2693.792805924381,-421.04876915482146,-33989.67396337812,0.36788425556226206,-59.06649710631207,[3540.97800527],[3452.21373384],[3555.29588655],[3430.60151262],[3569.38322709],[3360.86598316],[3583.24274717],[2314.2177297],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08617742],[0.05328265],[0.24539035]
833,60,79.9064476666259,90.1566672019978,1001.1707732743221,2717.3121935688914,-420.04386852440666,-33564.21339793259,0.36844157091842805,-56.4190416303821,[3564.49739291],[3474.48044123],[3578.32567883],[3451.92997956],[3591.94546917],[3380.66511442],[3605.35866163],[2324.58448685],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08536163],[0.05293253],[0.24380414]
843,60,79.11501291084696,90.1566672019978,1011.186082850676,2740.8113718217514,-419.015781097266,-33150.43893135882,0.3689367656770064,-54.15371138200943,[3587.99657117],[3496.73233135],[3601.36122028],[3473.26935555],[3614.53703982],[3400.49826268],[3627.5252584],[2334.86206819],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08456166],[0.05258621],[0.24223377]
853,60,78.35008974654482,90.1566672019978,1021.0581794965709,2764.2968958267147,-417.9650403123828,-32747.59841939342,0.36937355789751536,-52.195524174177834,[3611.48209517],[3518.97560194],[3624.4070561],[3494.62384765],[3637.16076976],[3420.36792969],[3649.74392111],[2345.05495127],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08377685],[0.05224361],[0.24067892]
863,60,77.61002756078281,90.1566672019978,1030.7946345895239,2787.774711682639,-416.8921490005928,-32355.01117380998,0.36975535729978665,-50.48793122847378,[3634.95991103],[3541.21587241],[3647.46732881],[3515.99728832],[3659.81925159],[3440.27640604],[3672.01592333],[2355.16726185],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08300657],[0.05190462],[0.23913928]
873,60,76.89332626501586,90.1566672019978,1040.402384522642,2811.250225476272,-415.79758345660593,-31972.05924493396,0.37008530051656313,-48.98747977837133,[3658.43542482],[3563.45824985],[3670.545821],[3537.3931754],[3682.51486285],[3460.22579279],[3694.34243757],[2365.20281155],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08225026],[0.05156916],[0.23761457]
