Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
773,90,107.96670162023345,131.5269960445201,740.9691951264318,2023.2854897083876,[1282.31629458],138447.4607598934,0.3662207824330448,0.01619397091832435,[3387.06195984],[3306.79733746],[3201.04538628],[3038.99419616],[2156.33079585],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11414912],[0.06480245],[0.3155681]
783,90,106.05835183144933,131.5269960445201,754.3017463361873,2048.4836369071245,[1294.18189057],137258.79828406274,0.36822444306904967,0.015926161310004305,[3412.26010704],[3330.6159286],[3223.0365655],[3058.16528533],[2167.40549802],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11283943],[0.0643588],[0.31338433]
793,90,104.21887376465571,131.5269960445201,767.615280324885,2073.5187605237284,[1305.9034802],136099.78995166783,0.3701993417850732,0.01566755077997504,[3437.29523065],[3354.2849012],[3244.89451668],[3077.2281694],[2178.30031879],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11156739],[0.06392217],[0.31123855]
803,90,102.4431908196843,131.5269960445201,780.9206191245277,2098.4117435221287,[1317.4911244],134967.99465990387,0.37214842203169,0.015417469317147138,[3462.18821365],[3377.82403619],[3266.63764022],[3096.19341587],[2189.02787522],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11033046],[0.06349213],[0.30912902]
813,90,100.7270774807455,131.5269960445201,794.2253662158759,2123.18099760442,[1328.95563139],133861.81685134693,0.3740733206975752,0.015175363394575571,[3486.95746773],[3401.25076609],[3288.28214913],[3115.07814015],[2199.600394],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10912638],[0.0630683],[0.30705309]
823,90,99.06668995694378,131.5269960445201,807.536822263563,2147.8428280585076,[1340.30600579],132779.67952351752,0.37597575190989047,0.01494072802868011,[3511.61929819],[3424.58053906],[3309.84239362],[3133.89518638],[2210.02848567],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10795311],[0.06265034],[0.30500874]
833,90,97.45858713248845,131.5269960445201,820.8614792583165,2172.4117343848106,[1351.55025513],131720.1783031824,0.37785722948636635,0.014713111029624606,[3536.18820452],[3447.82709114],[3331.33112728],[3152.65595209],[2220.32166039],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10680886],[0.06223797],[0.30299418]
843,90,95.89966947923374,131.5269960445201,834.2051691567438,2196.900659617793,[1362.69549046],130682.04713605694,0.37971911269846637,0.014492104883248766,[3560.67712975],[3471.0026047],[3352.75965434],[3171.37052615],[2230.48844279],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10569199],[0.06183091],[0.30100785]
853,90,94.3871407496048,131.5269960445201,847.5730842639701,2221.321198358322,[1373.74811409],129664.15659952773,0.3815625965710736,0.014277341956743751,[3585.09766849],[3494.11805359],[3374.13815128],[3190.04797722],[2240.53656297],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10460105],[0.06142892],[0.29904832]
863,90,92.91837620624091,131.5269960445201,860.970706401849,2245.683771349576,[1384.71306495],128665.28950650978,0.3833891117645813,0.014068475504890817,[3609.46024148],[3517.18328949],[3395.47574866],[3208.6930676],[2250.47258901],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.1035347],[0.0610318],[0.29711476]
873,90,91.49127737681562,131.5269960445201,874.4002957846168,2269.997772769785,[1395.59747699],127684.99587323407,0.3851987461281511,0.013865233218098827,[3633.7742429],[3540.20718738],[3416.7806673],[3227.3211497],[2260.303939],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.10249172],[0.06063936],[0.29520497]
