Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
773,100,111.23695962368632,131.5269960445201,719.1854242568236,1966.8208331012418,[1247.63540884],138783.16959870793,0.3656588399680652,0.018574966909430453,[3374.77719223],[3295.24727525],[3190.4600921],[3029.85396291],[2139.01390398],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12243536],[0.06687213],[0.32675886]
783,100,109.16771167882766,131.5269960445201,732.8174124906152,1992.5450197818234,[1259.72760729],137521.58022662607,0.3677796010706228,0.01825312910213304,[3400.50137891],[3319.55874229],[3212.9018904],[3049.41488591],[2150.3230977],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12096664],[0.06641793],[0.32446429]
793,100,107.1797129701964,131.5269960445201,746.4099108218894,2018.0681031825427,[1271.65819236],136295.96005341367,0.3698635886691746,0.01794330894789915,[3426.02446232],[3343.68465474],[3235.1772485],[3068.83803768],[2161.43310479],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11954355],[0.06597097],[0.32221247]
803,100,105.26629224219525,131.5269960445201,759.9773706851676,2043.4150823263064,[1283.43771164],135102.72922827044,0.37191531826219987,0.017644527055034873,[3451.37144146],[3367.64869578],[3257.30449003],[3088.1343296],[2172.35697117],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11816277],[0.06553091],[0.32000161]
813,100,103.42274792936652,131.5269960445201,773.5242159165671,2068.607899362916,[1295.08368345],133941.1133405073,0.37393467179294576,0.017356117064609995,[3476.5642585],[3391.47164344],[3279.31407097],[3107.33322614],[2183.11425824],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11682138],[0.065097],[0.31782726]
823,100,101.64354206123122,131.5269960445201,787.0642677112443,2093.665905950086,[1306.60163824],132807.6185736034,0.3759263908699329,0.017077256912556606,[3501.62226508],[3415.17181475],[3301.21187972],[3126.44026066],[2193.71172425],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11551679],[0.06466922],[0.31568835]
833,100,99.92445774991585,131.5269960445201,800.6047948763312,2118.606244937733,[1318.00145006],131700.5802109884,0.377892209460499,0.016807335199949508,[3526.56260407],[3438.76552085],[3323.01677127],[3145.46990521],[2204.16070718],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11424668],[0.06424714],[0.31358266]
843,100,98.26193512627685,131.5269960445201,814.1504632204897,2143.4441649390383,[1329.29370172],130618.97148203643,0.3798328300488503,0.016545838977424294,[3551.40052407],[3462.26705572],[3344.7420103],[3164.43881145],[2214.47390505],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.113009],[0.06383047],[0.31150763]
853,100,96.65235770664061,131.5269960445201,827.7087274251097,2168.1932812913337,[1340.48455387],129560.99260050485,0.38175043459785213,0.01629223813610139,[3576.14964042],[3485.68930928],[3366.39955048],[3183.35515285],[2224.65855579],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11180189],[0.06341897],[0.30946196]
863,100,95.09260657752245,131.5269960445201,841.2851732566771,2192.865793872894,[1351.58062062],128525.32421406155,0.3836464482264805,0.0160460779618417,[3600.82215301],[3509.04382184],[3388.00008743],[3202.22844572],[2234.72259216],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11062367],[0.06301242],[0.30744416]
873,100,93.57977811972401,131.5269960445201,854.8855490728956,2217.472669957414,[1362.58712088],127510.60044116683,0.38552247369493553,0.015806933336199917,[3625.42902909],[3532.3409574],[3409.55322098],[3221.06422396],[2244.6728112],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.10947284],[0.0626106],[0.30545329]
