Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
773,60,99.57873797606686,131.5269960445201,803.3843531861943,2208.903959577361,[1405.51960639],139959.86860505067,0.3637027086229268,0.009867046239277984,[3422.79443175],[3340.38978147],[3231.83437984],[3065.61633817],[2218.70258035],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.09052205],[0.05722264],[0.27534086]
783,60,98.0537879695227,131.5269960445201,815.8787299973131,2232.650543861999,[1416.77181386],138919.84303788398,0.3654305561792132,0.009723716884779873,[3446.54101603],[3362.84992052],[3252.58801364],[3083.72007081],[2229.1320709],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08961462],[0.05683272],[0.27353001]
793,60,96.57066798163629,131.5269960445201,828.4088913541808,2256.3316344504556,[1427.9227431],137895.4531269777,0.36714855152750864,0.009584137839399934,[3470.22210662],[3385.2523855],[3273.29093118],[3101.78863632],[2239.43027654],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08872746],[0.05644835],[0.27174423]
803,60,95.12713761743481,131.5269960445201,840.9797877208247,2279.9583664895135,[1438.97857877],136885.9132910698,0.36885751954133006,0.009448112059626116,[3493.84883866],[3407.6077221],[3293.95528921],[3119.82640943],[2249.60562026],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.0878595],[0.05606922],[0.26998277]
813,60,93.72129233345544,131.5269960445201,853.5947169333111,2303.5406912975877,[1449.94597436],135890.81053111123,0.3705576898025101,0.009315473156010614,[3517.43116347],[3429.92535578],[3314.58984724],[3137.84412573],[2259.66577905],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08700978],[0.05569507],[0.2682441]
823,60,92.35131879042626,131.5269960445201,866.2572559634451,2327.0875330973504,[1460.83027713],134909.60262230004,0.37224953666029825,0.009186061888374538,[3540.97800527],[3452.21373384],[3335.20245159],[3155.84881442],[2269.61737723],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08617742],[0.05532569],[0.26652718]
833,60,91.01555679685845,131.5269960445201,878.9706157438059,2350.6069207418604,[1471.636305],133941.7977018694,0.3739334756431328,0.00905973246716213,[3564.49739291],[3474.48044123],[3355.80014429],[3173.84677659],[2279.46644099],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08536163],[0.0549609],[0.26483105]
843,60,89.7124230915576,131.5269960445201,891.738259241472,2374.106098994721,[1482.36783975],132986.8108172617,0.3756101126310509,0.008936345231290485,[3587.99657117],[3496.73233135],[3376.38928545],[3191.84125696],[2289.21816399],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08456166],[0.05460051],[0.26315515]
853,60,88.44069124974834,131.5269960445201,904.5609986707068,2397.5916229996838,[1493.03062433],132044.6604726981,0.3772790119857814,0.008815794524311638,[3611.48209517],[3518.97560194],[3396.976481],[3209.84392054],[2298.87874801],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08377685],[0.05424434],[0.26149797]
863,60,87.19887237310719,131.5269960445201,917.443056576413,2421.0694388556085,[1503.62638228],131114.52500520044,0.37894124053297296,0.008697947296298166,[3634.95991103],[3541.21587241],[3417.56437261],[3227.85422543],[2308.45125179],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08300657],[0.05389231],[0.25985937]
873,60,85.98584179526914,131.5269960445201,930.3857278094534,2444.544952649241,[1514.15922484],130196.25555992135,0.38059669420321396,0.008582705899706182,[3658.43542482],[3563.45824985],[3438.16024257],[3245.87714833],[2317.94095157],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419],[335.00636612],[525.08141346],[0.08225026],[0.05354423],[0.25823865]
