Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
773,30,51.056371994658775,66.66724270221997,1566.8955093082043,2609.8834291853536,[189.86676842],9693.908357800163,0.6003699214249172,-5.953081626347202,[3456.91609735],[3372.49908329],[3465.19354423],[3347.09160314],[3166.25529091],[2369.26624213],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06622343],[0.04510771],[0.21105023]
783,30,50.5965813215054,66.66724270221997,1581.1344938832276,2632.3510782125627,[197.24989448],9980.170326816617,0.600654869698027,-5.8934146925458215,[3479.38374638],[3393.76491837],[3487.36649866],[3367.6162765],[3184.20847536],[2379.12918151],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06565035],[0.04480781],[0.20972464]
793,30,50.147833711424866,66.66724270221997,1595.2832670770802,2654.8292919026303,[204.74624617],10267.580706197714,0.6008986234793998,-5.835723363422783,[3501.86196007],[3415.04466046],[3509.56611862],[3388.17078166],[3202.19153428],[2388.90739961],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06508673],[0.04451123],[0.20841266]
803,30,49.70962417860803,66.66724270221997,1609.3463051049798,2677.322578146495,[212.35614587],10556.144203459056,0.6011028772704435,-5.7799321484718496,[3524.35524631],[3436.34258546],[3531.79564954],[3408.758138],[3220.21013424],[2398.60629511],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06453224],[0.04421786],[0.20711367]
813,30,49.28147899777875,66.66724270221997,1623.3279038481337,2699.835026030881,[220.07903288],10845.820236654092,0.6012692954186326,-5.72591969611351,[3546.8676942],[3457.66256816],[3554.05804828],[3429.38109619],[3238.26674504],[2408.22905857],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06398655],[0.04392763],[0.20582736]
823,30,48.86294851827151,66.66724270221997,1637.2323493758322,2722.3703535449804,[227.91396187],11136.54818546442,0.6013995660964654,-5.673574048244378,[3569.40302171],[3479.00813161],[3576.35601424],[3450.04216751],[3256.36341392],[2417.77888392],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06344938],[0.04364046],[0.20455341]
833,30,48.45362168103086,66.66724270221997,1651.063372035186,2744.931948509302,[235.86037694],11428.289473817564,0.6014951929616447,-5.6228044429492625,[3591.96461667],[3500.38248608],[3598.69201613],[3470.74364632],[3274.50264585],[2427.25898083],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06292045],[0.04335629],[0.20329152]
843,30,48.05311302720014,66.66724270221997,1664.8245027271498,2767.522903834342,[243.9175451],11720.99736380936,0.6015576241195952,-5.573520945143769,[3614.555572],[3521.7885616],[3621.06831513],[3491.48763511],[3292.68632541],[2436.67213198],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.0623995],[0.04307504],[0.20204141]
853,30,47.66105674259565,66.66724270221997,1678.51922444897,2790.1460480159535,[252.08441991],12014.6098411667,0.601588302391034,-5.525628392046943,[3637.17871618],[3543.22903705],[3643.48698512],[3512.2757903],[3310.9154489],[2446.02057549],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06188628],[0.04279666],[0.20080289]
863,30,47.27712681858445,66.66724270221997,1692.1502084291706,2812.803971613232,[260.36073804],12309.10763075953,0.6015883884928778,-5.479072874239243,[3659.83663978],[3564.7063653],[3665.94994643],[3533.11075087],[3329.1926384],[2455.30730063],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06138058],[0.04252107],[0.19957566]
873,30,46.90099808426082,66.66724270221997,1705.7206300018302,2835.4990503250483,[268.74543068],12604.42892960548,0.6015592316302466,-5.433768460074191,[3682.53171849],[3586.22279523],[3688.45891392],[3553.99321102],[3347.51853942],[2464.53420659],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06088218],[0.04224824],[0.19835954]
